strings.exe,0,0,0,0,0,0,0,0,1004744,4194304,4096,4,0,1044480,711680,1024,290816,21504,12582912,4096,4096,8,1,0.889,1,5,0,1,5,0,0,0,0,0,0,0,1.000,1,1,4.923,0.000,0,6.020,1.821,-1.000,2.813,5.907,6.020,72,131,236,40,72,139,5,229,118,14,0,199,0,0,0,0,0,232,10,121,10,0,232,149,252,255,255,144,144,72,131,196,40,195,144,144,144,144,144,144,144,144,144,144,144,144,144,144,65,85,65,84,85,87,86,83,72,131,236,40,139,5,238,58,3,150,4,0.027,1,1,-1
strings.exe,0,0,0,0,0,0,0,0,1004744,4194304,4096,4,0,1044480,711680,1024,290816,21504,12582912,4096,4096,8,1,0.889,1,5,0,1,5,0,0,0,0,0,0,0,1.000,1,1,4.923,0.000,0,6.020,1.821,-1.000,2.813,5.907,6.020,72,131,236,40,72,139,5,229,118,14,0,199,0,0,0,0,0,232,10,121,10,0,232,149,252,255,255,144,144,72,131,196,40,195,144,144,144,144,144,144,144,144,144,144,144,144,144,144,65,85,65,84,85,87,86,83,72,131,236,40,139,5,238,58,3,150,4,0.027,1,1,-1
